id,lumped_kWh,phase1_kWh,phase2_kWh,phase3_kWh,measurement_id,measurement_Id,device_Id,headend_Id,intervalEnd,intervalStart,source,timestamp_created,timestamp_received,measurementCategory_id,Label
708935,3.48686,1.14272,1.0963,1.24784,2890605,2890605,3692,Janitza_HE,8/1/2023 2:45,8/1/2023 2:30,Janitza,8/1/2023 2:45,8/1/2023 2:45,3,normal
708947,3.41449,1.09385,1.08059,1.24005,2890653,2890653,3692,Janitza_HE,8/1/2023 3:00,8/1/2023 2:45,Janitza,8/1/2023 3:00,8/1/2023 3:00,3,normal
708960,3.58896,1.19412,1.19506,1.19978,2890705,2890705,3692,Janitza_HE,8/1/2023 3:15,8/1/2023 3:00,Janitza,8/1/2023 3:15,8/1/2023 3:15,3,normal
708977,3.329981,1.18011,0.996111,1.15376,2890773,2890773,3692,Janitza_HE,8/1/2023 3:30,8/1/2023 3:15,Janitza,8/1/2023 3:30,8/1/2023 3:30,3,normal
708989,3.39225,1.12253,1.00744,1.26228,2890821,2890821,3692,Janitza_HE,8/1/2023 3:45,8/1/2023 3:30,Janitza,8/1/2023 3:45,8/1/2023 3:45,3,normal
708999,3.858684,1.33111,0.882394,1.64518,2890861,2890861,3692,Janitza_HE,8/1/2023 4:00,8/1/2023 3:45,Janitza,8/1/2023 4:00,8/1/2023 4:00,3,normal
709011,5.16194,1.86688,1.23798,2.05708,2890909,2890909,3692,Janitza_HE,8/1/2023 4:15,8/1/2023 4:00,Janitza,8/1/2023 4:15,8/1/2023 4:15,3,normal
709027,7.39105,2.29195,1.89416,3.20494,2890973,2890973,3692,Janitza_HE,8/1/2023 4:30,8/1/2023 4:15,Janitza,8/1/2023 4:30,8/1/2023 4:30,3,normal
709046,7.92192,2.21774,2.02612,3.67806,2891049,2891049,3692,Janitza_HE,8/1/2023 4:45,8/1/2023 4:30,Janitza,8/1/2023 4:45,8/1/2023 4:45,3,normal
709067,8.33908,2.41931,2.23934,3.68043,2891133,2891133,3692,Janitza_HE,8/1/2023 5:00,8/1/2023 4:45,Janitza,8/1/2023 5:00,8/1/2023 5:00,3,normal
709084,9.1843,3.00353,2.68254,3.49823,2891201,2891201,3692,Janitza_HE,8/1/2023 5:15,8/1/2023 5:00,Janitza,8/1/2023 5:15,8/1/2023 5:15,3,normal
709097,9.98695,3.75618,2.73929,3.49148,2891253,2891253,3692,Janitza_HE,8/1/2023 5:30,8/1/2023 5:15,Janitza,8/1/2023 5:30,8/1/2023 5:30,3,normal
709110,11.69761,4.1889,3.25841,4.2503,2891305,2891305,3692,Janitza_HE,8/1/2023 5:45,8/1/2023 5:30,Janitza,8/1/2023 5:45,8/1/2023 5:45,3,normal
709121,13.08618,4.42478,3.84184,4.81956,2891349,2891349,3692,Janitza_HE,8/1/2023 6:00,8/1/2023 5:45,Janitza,8/1/2023 6:00,8/1/2023 6:00,3,normal
709131,14.04255,4.44871,4.22458,5.36926,2891389,2891389,3692,Janitza_HE,8/1/2023 6:15,8/1/2023 6:00,Janitza,8/1/2023 6:15,8/1/2023 6:15,3,normal
709148,15.07194,4.90587,4.46204,5.70403,2891457,2891457,3692,Janitza_HE,8/1/2023 6:30,8/1/2023 6:15,Janitza,8/1/2023 6:30,8/1/2023 6:30,3,normal
709164,17.94078,5.61079,5.06311,7.26688,2891521,2891521,3692,Janitza_HE,8/1/2023 6:45,8/1/2023 6:30,Janitza,8/1/2023 6:45,8/1/2023 6:45,3,normal
709178,20.20759,6.3335,6.01814,7.85595,2891577,2891577,3692,Janitza_HE,8/1/2023 7:00,8/1/2023 6:45,Janitza,8/1/2023 7:00,8/1/2023 7:00,3,normal
709189,21.41299,7.04105,6.47419,7.89775,2891621,2891621,3692,Janitza_HE,8/1/2023 7:15,8/1/2023 7:00,Janitza,8/1/2023 7:15,8/1/2023 7:15,3,normal
709206,20.24364,6.87429,5.87744,7.49191,2891689,2891689,3692,Janitza_HE,8/1/2023 7:30,8/1/2023 7:15,Janitza,8/1/2023 7:30,8/1/2023 7:30,3,normal
709219,19.49666,6.59169,5.72434,7.18063,2891741,2891741,3692,Janitza_HE,8/1/2023 7:45,8/1/2023 7:30,Janitza,8/1/2023 7:45,8/1/2023 7:45,3,normal
709233,19.41442,6.45502,5.61046,7.34894,2891797,2891797,3692,Janitza_HE,8/1/2023 8:00,8/1/2023 7:45,Janitza,8/1/2023 8:00,8/1/2023 8:00,3,normal
709242,19.15364,6.49218,5.29005,7.37141,2891833,2891833,3692,Janitza_HE,8/1/2023 8:15,8/1/2023 8:00,Janitza,8/1/2023 8:15,8/1/2023 8:15,3,normal
709258,18.71812,6.37189,5.22696,7.11927,2891897,2891897,3692,Janitza_HE,8/1/2023 8:30,8/1/2023 8:15,Janitza,8/1/2023 8:30,8/1/2023 8:30,3,normal
709267,18.87548,6.51041,5.46732,6.89775,2891933,2891933,3692,Janitza_HE,8/1/2023 8:45,8/1/2023 8:30,Janitza,8/1/2023 8:45,8/1/2023 8:45,3,normal
709280,18.00164,6.06252,5.64461,6.29451,2891985,2891985,3692,Janitza_HE,8/1/2023 9:00,8/1/2023 8:45,Janitza,8/1/2023 9:00,8/1/2023 9:00,3,normal
709297,16.63793,5.8366,4.89571,5.90562,2892053,2892053,3692,Janitza_HE,8/1/2023 9:15,8/1/2023 9:00,Janitza,8/1/2023 9:15,8/1/2023 9:15,3,normal
709315,15.32787,5.4431,4.42921,5.45556,2892125,2892125,3692,Janitza_HE,8/1/2023 9:30,8/1/2023 9:15,Janitza,8/1/2023 9:30,8/1/2023 9:30,3,normal
710288,16.66123,6.53706,4.43559,5.68858,2895180,2895180,3692,Janitza_HE,8/1/2023 9:45,8/1/2023 9:30,Janitza,8/1/2023 9:45,8/1/2023 9:45,3,normal
710296,17.08747,6.50317,4.71427,5.87003,2895212,2895212,3692,Janitza_HE,8/1/2023 10:00,8/1/2023 9:45,Janitza,8/1/2023 10:00,8/1/2023 10:00,3,normal
710314,19.04208,7.09233,5.38508,6.56467,2895284,2895284,3692,Janitza_HE,8/1/2023 10:15,8/1/2023 10:00,Janitza,8/1/2023 10:15,8/1/2023 10:15,3,normal
710340,15.06104,5.13706,4.23811,5.68587,2895388,2895388,3692,Janitza_HE,8/1/2023 10:45,8/1/2023 10:30,Janitza,8/1/2023 10:45,8/1/2023 10:45,3,normal
710352,16.26687,5.33208,4.3931,6.54169,2895436,2895436,3692,Janitza_HE,8/1/2023 11:00,8/1/2023 10:45,Janitza,8/1/2023 11:00,8/1/2023 11:00,3,normal
710368,15.5448,4.92637,3.96376,6.65467,2895500,2895500,3692,Janitza_HE,8/1/2023 11:15,8/1/2023 11:00,Janitza,8/1/2023 11:15,8/1/2023 11:15,3,normal
710382,12.14178,4.14453,3.01724,4.98001,2895556,2895556,3692,Janitza_HE,8/1/2023 11:30,8/1/2023 11:15,Janitza,8/1/2023 11:30,8/1/2023 11:30,3,normal
710398,11.62303,3.97031,2.84038,4.81234,2895620,2895620,3692,Janitza_HE,8/1/2023 11:45,8/1/2023 11:30,Janitza,8/1/2023 11:45,8/1/2023 11:45,3,normal
710408,12.23852,4.0677,3.07428,5.09654,2895660,2895660,3692,Janitza_HE,8/1/2023 12:00,8/1/2023 11:45,Janitza,8/1/2023 12:00,8/1/2023 12:00,3,normal
710422,11.32401,3.80208,2.92873,4.5932,2895716,2895716,3692,Janitza_HE,8/1/2023 12:15,8/1/2023 12:00,Janitza,8/1/2023 12:15,8/1/2023 12:15,3,normal
710441,12.94229,4.49447,3.4131,5.03472,2895792,2895792,3692,Janitza_HE,8/1/2023 12:30,8/1/2023 12:15,Janitza,8/1/2023 12:30,8/1/2023 12:30,3,normal
710453,9.08048,3.13535,2.04715,3.89798,2895840,2895840,3692,Janitza_HE,8/1/2023 12:45,8/1/2023 12:30,Janitza,8/1/2023 12:45,8/1/2023 12:45,3,normal
710467,4.151909,1.62779,0.544319,1.9798,2895896,2895896,3692,Janitza_HE,8/1/2023 13:00,8/1/2023 12:45,Janitza,8/1/2023 13:00,8/1/2023 13:00,3,normal
710478,3.968584,1.45247,0.653354,1.86276,2895940,2895940,3692,Janitza_HE,8/1/2023 13:15,8/1/2023 13:00,Janitza,8/1/2023 13:15,8/1/2023 13:15,3,normal
710495,11.14243,3.66052,3.07711,4.4048,2896008,2896008,3692,Janitza_HE,8/1/2023 13:30,8/1/2023 13:15,Janitza,8/1/2023 13:30,8/1/2023 13:30,3,normal
710507,9.60856,3.38183,2.64663,3.5801,2896056,2896056,3692,Janitza_HE,8/1/2023 13:45,8/1/2023 13:30,Janitza,8/1/2023 13:45,8/1/2023 13:45,3,normal
710519,3.737148,1.64696,0.506288,1.5839,2896104,2896104,3692,Janitza_HE,8/1/2023 14:00,8/1/2023 13:45,Janitza,8/1/2023 14:00,8/1/2023 14:00,3,normal
710533,7.27329,2.50269,1.90923,2.86137,2896160,2896160,3692,Janitza_HE,8/1/2023 14:15,8/1/2023 14:00,Janitza,8/1/2023 14:15,8/1/2023 14:15,3,normal
710543,7.78482,2.94688,1.79759,3.04035,2896200,2896200,3692,Janitza_HE,8/1/2023 14:30,8/1/2023 14:15,Janitza,8/1/2023 14:30,8/1/2023 14:30,3,normal
710566,4.54674,1.72648,1.08985,1.73041,2896292,2896292,3692,Janitza_HE,8/1/2023 14:45,8/1/2023 14:30,Janitza,8/1/2023 14:45,8/1/2023 14:45,3,normal
710577,1.187139,0.339613,-0.219504,1.06703,2896336,2896336,3692,Janitza_HE,8/1/2023 15:00,8/1/2023 14:45,Janitza,8/1/2023 15:00,8/1/2023 15:00,3,normal
710593,1.8137941,0.680829,0.0436851,1.08928,2896400,2896400,3692,Janitza_HE,8/1/2023 15:15,8/1/2023 15:00,Janitza,8/1/2023 15:15,8/1/2023 15:15,3,normal
710602,-1.2216184,-0.329731,-0.969519,0.0776316,2896436,2896436,3692,Janitza_HE,8/1/2023 15:30,8/1/2023 15:15,Janitza,8/1/2023 15:30,8/1/2023 15:30,3,normal
710620,-0.553858,-0.117498,-0.272702,-0.163658,2896508,2896508,3692,Janitza_HE,8/1/2023 15:45,8/1/2023 15:30,Janitza,8/1/2023 15:45,8/1/2023 15:45,3,normal
710633,-0.7702192,-0.0322212,-0.550213,-0.187785,2896560,2896560,3692,Janitza_HE,8/1/2023 16:00,8/1/2023 15:45,Janitza,8/1/2023 16:00,8/1/2023 16:00,3,normal
710646,-0.196649,0.326305,-0.41187,-0.111084,2896612,2896612,3692,Janitza_HE,8/1/2023 16:15,8/1/2023 16:00,Janitza,8/1/2023 16:15,8/1/2023 16:15,3,normal
710660,0.822188,0.814863,-0.476867,0.484192,2896668,2896668,3692,Janitza_HE,8/1/2023 16:30,8/1/2023 16:15,Janitza,8/1/2023 16:30,8/1/2023 16:30,3,normal
710674,0.122666,0.488362,-0.610514,0.244818,2896724,2896724,3692,Janitza_HE,8/1/2023 16:45,8/1/2023 16:30,Janitza,8/1/2023 16:45,8/1/2023 16:45,3,normal
710687,0.260999,0.36164,-0.462652,0.362011,2896776,2896776,3692,Janitza_HE,8/1/2023 17:00,8/1/2023 16:45,Janitza,8/1/2023 17:00,8/1/2023 17:00,3,normal
710701,1.610563,0.68163,0.071277,0.857656,2896832,2896832,3692,Janitza_HE,8/1/2023 17:15,8/1/2023 17:00,Janitza,8/1/2023 17:15,8/1/2023 17:15,3,normal
710717,2.464832,1.01177,0.414112,1.03895,2896896,2896896,3692,Janitza_HE,8/1/2023 17:30,8/1/2023 17:15,Janitza,8/1/2023 17:30,8/1/2023 17:30,3,normal
710729,3.50369,1.02744,0.82362,1.65263,2896944,2896944,3692,Janitza_HE,8/1/2023 17:45,8/1/2023 17:30,Janitza,8/1/2023 17:45,8/1/2023 17:45,3,normal
710748,3.9237,1.28124,1.0229,1.61956,2897020,2897020,3692,Janitza_HE,8/1/2023 18:00,8/1/2023 17:45,Janitza,8/1/2023 18:00,8/1/2023 18:00,3,normal
710761,4.40877,1.36297,1.20321,1.84259,2897072,2897072,3692,Janitza_HE,8/1/2023 18:15,8/1/2023 18:00,Janitza,8/1/2023 18:15,8/1/2023 18:15,3,normal
710770,4.77528,1.66829,1.27698,1.83001,2897108,2897108,3692,Janitza_HE,8/1/2023 18:30,8/1/2023 18:15,Janitza,8/1/2023 18:30,8/1/2023 18:30,3,normal
710783,3.536958,1.38261,0.806528,1.34782,2897160,2897160,3692,Janitza_HE,8/1/2023 18:45,8/1/2023 18:30,Janitza,8/1/2023 18:45,8/1/2023 18:45,3,normal
710795,3.42668,1.31508,0.82958,1.28202,2897208,2897208,3692,Janitza_HE,8/1/2023 19:00,8/1/2023 18:45,Janitza,8/1/2023 19:00,8/1/2023 19:00,3,normal
710817,3.611652,1.37098,0.893612,1.34706,2897296,2897296,3692,Janitza_HE,8/1/2023 19:15,8/1/2023 19:00,Janitza,8/1/2023 19:15,8/1/2023 19:15,3,normal
710829,5.10476,1.46776,1.46896,2.16804,2897344,2897344,3692,Janitza_HE,8/1/2023 19:30,8/1/2023 19:15,Janitza,8/1/2023 19:30,8/1/2023 19:30,3,normal
710838,4.34662,1.20563,1.26596,1.87503,2897380,2897380,3692,Janitza_HE,8/1/2023 19:45,8/1/2023 19:30,Janitza,8/1/2023 19:45,8/1/2023 19:45,3,normal
710860,4.09353,1.20426,1.32927,1.56E+00,2897468,2897468,3692,Janitza_HE,8/1/2023 20:00,8/1/2023 19:45,Janitza,8/1/2023 20:00,8/1/2023 20:00,3,normal
710873,6.24739,2.04715,2.04323,2.15701,2897520,2897520,3692,Janitza_HE,8/1/2023 20:15,8/1/2023 20:00,Janitza,8/1/2023 20:15,8/1/2023 20:15,3,normal
710888,7.01669,2.21852,2.33255,2.46562,2897580,2897580,3692,Janitza_HE,8/1/2023 20:30,8/1/2023 20:15,Janitza,8/1/2023 20:30,8/1/2023 20:30,3,normal
710899,6.7348,2.10645,2.18157,2.44678,2897624,2897624,3692,Janitza_HE,8/1/2023 20:45,8/1/2023 20:30,Janitza,8/1/2023 20:45,8/1/2023 20:45,3,normal
710909,6.73541,2.05377,2.20491,2.47673,2897664,2897664,3692,Janitza_HE,8/1/2023 21:00,8/1/2023 20:45,Janitza,8/1/2023 21:00,8/1/2023 21:00,3,normal
710924,7.08138,2.2766,2.33053,2.47425,2897724,2897724,3692,Janitza_HE,8/1/2023 21:15,8/1/2023 21:00,Janitza,8/1/2023 21:15,8/1/2023 21:15,3,normal
710940,6.93287,2.1772,2.2613,2.49437,2897788,2897788,3692,Janitza_HE,8/1/2023 21:30,8/1/2023 21:15,Janitza,8/1/2023 21:30,8/1/2023 21:30,3,normal
710951,6.64795,2.08978,2.16536,2.39281,2897832,2897832,3692,Janitza_HE,8/1/2023 21:45,8/1/2023 21:30,Janitza,8/1/2023 21:45,8/1/2023 21:45,3,normal
710966,6.92781,2.22056,2.27165,2.4356,2897892,2897892,3692,Janitza_HE,8/1/2023 22:00,8/1/2023 21:45,Janitza,8/1/2023 22:00,8/1/2023 22:00,3,normal
710983,6.87115,2.21555,2.22402,2.43158,2897960,2897960,3692,Janitza_HE,8/1/2023 22:15,8/1/2023 22:00,Janitza,8/1/2023 22:15,8/1/2023 22:15,3,normal
710996,6.77673,2.14842,2.182,2.44631,2898012,2898012,3692,Janitza_HE,8/1/2023 22:30,8/1/2023 22:15,Janitza,8/1/2023 22:30,8/1/2023 22:30,3,normal
711004,6.76634,2.12085,2.19829,2.4472,2898044,2898044,3692,Janitza_HE,8/1/2023 22:45,8/1/2023 22:30,Janitza,8/1/2023 22:45,8/1/2023 22:45,3,normal
711021,6.8601,2.07704,2.30191,2.48115,2898112,2898112,3692,Janitza_HE,8/1/2023 23:00,8/1/2023 22:45,Janitza,8/1/2023 23:00,8/1/2023 23:00,3,normal
711035,6.8887,2.2281,2.27481,2.38579,2898168,2898168,3692,Janitza_HE,8/1/2023 23:15,8/1/2023 23:00,Janitza,8/1/2023 23:15,8/1/2023 23:15,3,normal
711047,6.69159,2.08322,2.19975,2.40862,2898216,2898216,3692,Janitza_HE,8/1/2023 23:30,8/1/2023 23:15,Janitza,8/1/2023 23:30,8/1/2023 23:30,3,normal
711058,6.78338,2.13503,2.17038,2.47797,2898260,2898260,3692,Janitza_HE,8/1/2023 23:45,8/1/2023 23:30,Janitza,8/1/2023 23:45,8/1/2023 23:45,3,normal
711071,2.165843333,2.0777,2.14155,2.27828,2898312,2898312,3692,Janitza_HE,8/2/2023 0:00,8/1/2023 23:45,Janitza,8/2/2023 0:00,8/2/2023 0:00,3,E3
711093,2.209496667,2.22364,2.09984,2.30501,2898400,2898400,3692,Janitza_HE,8/2/2023 0:15,8/2/2023 0:00,Janitza,8/2/2023 0:15,8/2/2023 0:15,3,E3
711105,1.4499,1.43261,1.37392,1.54317,2898448,2898448,3692,Janitza_HE,8/2/2023 0:30,8/2/2023 0:15,Janitza,8/2/2023 0:30,8/2/2023 0:30,3,E3
711120,1.15974,1.19489,1.10448,1.17985,2898508,2898508,3692,Janitza_HE,8/2/2023 0:45,8/2/2023 0:30,Janitza,8/2/2023 0:45,8/2/2023 0:45,3,E3
711138,1.206696667,1.23843,1.20377,1.17789,2898580,2898580,3692,Janitza_HE,8/2/2023 1:00,8/2/2023 0:45,Janitza,8/2/2023 1:00,8/2/2023 1:00,3,E3
711147,1.23988,1.23153,1.19205,1.29606,2898616,2898616,3692,Janitza_HE,8/2/2023 1:15,8/2/2023 1:00,Janitza,8/2/2023 1:15,8/2/2023 1:15,3,E3
711163,1.233043333,1.26974,1.15124,1.27815,2898680,2898680,3692,Janitza_HE,8/2/2023 1:30,8/2/2023 1:15,Janitza,8/2/2023 1:30,8/2/2023 1:30,3,E3
711176,1.232883333,1.16588,1.15757,1.3752,2898732,2898732,3692,Janitza_HE,8/2/2023 1:45,8/2/2023 1:30,Janitza,8/2/2023 1:45,8/2/2023 1:45,3,E3
711192,1.194493333,1.24082,1.13893,1.20373,2898796,2898796,3692,Janitza_HE,8/2/2023 2:00,8/2/2023 1:45,Janitza,8/2/2023 2:00,8/2/2023 2:00,3,E3
711207,1.16737,1.12212,1.12709,1.2529,2898856,2898856,3692,Janitza_HE,8/2/2023 2:15,8/2/2023 2:00,Janitza,8/2/2023 2:15,8/2/2023 2:15,3,E3
711224,1.195873333,1.22973,1.16111,1.19678,2898924,2898924,3692,Janitza_HE,8/2/2023 2:30,8/2/2023 2:15,Janitza,8/2/2023 2:30,8/2/2023 2:30,3,E3
711237,1.2649,1.26378,1.19875,1.33217,2898976,2898976,3692,Janitza_HE,8/2/2023 2:45,8/2/2023 2:30,Janitza,8/2/2023 2:45,8/2/2023 2:45,3,E3
711251,1.218126667,1.19393,1.21372,1.24673,2899032,2899032,3692,Janitza_HE,8/2/2023 3:00,8/2/2023 2:45,Janitza,8/2/2023 3:00,8/2/2023 3:00,3,E3
711267,1.271573333,1.29363,1.20006,1.32103,2899096,2899096,3692,Janitza_HE,8/2/2023 3:15,8/2/2023 3:00,Janitza,8/2/2023 3:15,8/2/2023 3:15,3,E3
711281,1.135375667,1.36141,0.949987,1.09473,2899152,2899152,3692,Janitza_HE,8/2/2023 3:30,8/2/2023 3:15,Janitza,8/2/2023 3:30,8/2/2023 3:30,3,E3
711296,1.017319,1.5776,0.643893,0.830464,2899212,2899212,3692,Janitza_HE,8/2/2023 3:45,8/2/2023 3:30,Janitza,8/2/2023 3:45,8/2/2023 3:45,3,E3
711310,1.674257667,1.94678,0.972923,2.10307,2899268,2899268,3692,Janitza_HE,8/2/2023 4:00,8/2/2023 3:45,Janitza,8/2/2023 4:00,8/2/2023 4:00,3,E3
711322,1.929013333,2.18836,1.49186,2.10682,2899316,2899316,3692,Janitza_HE,8/2/2023 4:15,8/2/2023 4:00,Janitza,8/2/2023 4:15,8/2/2023 4:15,3,E3
711337,2.21133,2.39063,1.55294,2.69042,2899376,2899376,3692,Janitza_HE,8/2/2023 4:30,8/2/2023 4:15,Janitza,8/2/2023 4:30,8/2/2023 4:30,3,E3
711353,2.195003333,2.28923,1.60642,2.68936,2899440,2899440,3692,Janitza_HE,8/2/2023 4:45,8/2/2023 4:30,Janitza,8/2/2023 4:45,8/2/2023 4:45,3,E3
711365,2.47319,2.94782,1.57544,2.89631,2899488,2899488,3692,Janitza_HE,8/2/2023 5:00,8/2/2023 4:45,Janitza,8/2/2023 5:00,8/2/2023 5:00,3,E3
711381,3.055203333,3.5335,2.28135,3.35076,2899552,2899552,3692,Janitza_HE,8/2/2023 5:15,8/2/2023 5:00,Janitza,8/2/2023 5:15,8/2/2023 5:15,3,E3
711397,3.456896667,4.25425,2.41282,3.70362,2899616,2899616,3692,Janitza_HE,8/2/2023 5:30,8/2/2023 5:15,Janitza,8/2/2023 5:30,8/2/2023 5:30,3,E3
711406,3.354716667,4.06458,2.62841,3.37116,2899652,2899652,3692,Janitza_HE,8/2/2023 5:45,8/2/2023 5:30,Janitza,8/2/2023 5:45,8/2/2023 5:45,3,E3
711421,3.808263333,4.48519,3.0713,3.8683,2899712,2899712,3692,Janitza_HE,8/2/2023 6:00,8/2/2023 5:45,Janitza,8/2/2023 6:00,8/2/2023 6:00,3,E3
711437,4.393656667,4.87341,3.76459,4.54297,2899776,2899776,3692,Janitza_HE,8/2/2023 6:15,8/2/2023 6:00,Janitza,8/2/2023 6:15,8/2/2023 6:15,3,E3
711452,5.17871,5.60924,4.66653,5.26036,2899836,2899836,3692,Janitza_HE,8/2/2023 6:30,8/2/2023 6:15,Janitza,8/2/2023 6:30,8/2/2023 6:30,3,E3
711465,5.362033333,5.76314,4.44366,5.8793,2899888,2899888,3692,Janitza_HE,8/2/2023 6:45,8/2/2023 6:30,Janitza,8/2/2023 6:45,8/2/2023 6:45,3,E3
711479,4.883463333,5.42376,4.07016,5.15647,2899944,2899944,3692,Janitza_HE,8/2/2023 7:00,8/2/2023 6:45,Janitza,8/2/2023 7:00,8/2/2023 7:00,3,E3
711494,5.16201,5.76776,4.3094,5.40887,2900004,2900004,3692,Janitza_HE,8/2/2023 7:15,8/2/2023 7:00,Janitza,8/2/2023 7:15,8/2/2023 7:15,3,E3
711504,5.51051,6.17136,4.78094,5.57923,2900044,2900044,3692,Janitza_HE,8/2/2023 7:30,8/2/2023 7:15,Janitza,8/2/2023 7:30,8/2/2023 7:30,3,E3
711538,5.66917,6.30416,4.91753,5.78582,2900180,2900180,3692,Janitza_HE,8/2/2023 7:45,8/2/2023 7:30,Janitza,8/2/2023 7:45,8/2/2023 7:45,3,E3
711551,6.4733,7.18776,5.5531,6.67904,2900232,2900232,3692,Janitza_HE,8/2/2023 8:00,8/2/2023 7:45,Janitza,8/2/2023 8:00,8/2/2023 8:00,3,E3
711566,5.978806667,6.73108,5.20562,5.99972,2900292,2900292,3692,Janitza_HE,8/2/2023 8:15,8/2/2023 8:00,Janitza,8/2/2023 8:15,8/2/2023 8:15,3,E3
711581,5.99774,6.60771,5.34121,6.0443,2900352,2900352,3692,Janitza_HE,8/2/2023 8:30,8/2/2023 8:15,Janitza,8/2/2023 8:30,8/2/2023 8:30,3,E3
711596,6.04853,6.90656,5.23591,6.00312,2900412,2900412,3692,Janitza_HE,8/2/2023 8:45,8/2/2023 8:30,Janitza,8/2/2023 8:45,8/2/2023 8:45,3,E3
711613,5.922563333,7.00855,4.95916,5.79998,2900480,2900480,3692,Janitza_HE,8/2/2023 9:00,8/2/2023 8:45,Janitza,8/2/2023 9:00,8/2/2023 9:00,3,E3
711628,5.24834,6.3207,4.38436,5.03996,2900540,2900540,3692,Janitza_HE,8/2/2023 9:15,8/2/2023 9:00,Janitza,8/2/2023 9:15,8/2/2023 9:15,3,E3
711645,5.600113333,6.59284,4.782,5.4255,2900608,2900608,3692,Janitza_HE,8/2/2023 9:30,8/2/2023 9:15,Janitza,8/2/2023 9:30,8/2/2023 9:30,3,E3
712521,5.880013333,6.52644,5.20917,5.90443,2903308,2903308,3692,Janitza_HE,8/2/2023 9:45,8/2/2023 9:30,Janitza,8/2/2023 9:45,8/2/2023 9:45,3,E3
712533,6.298603333,6.79426,5.75851,6.34304,2903356,2903356,3692,Janitza_HE,8/2/2023 10:00,8/2/2023 9:45,Janitza,8/2/2023 10:00,8/2/2023 10:00,3,E3
712550,6.485356667,7.24184,5.49165,6.72258,2903424,2903424,3692,Janitza_HE,8/2/2023 10:15,8/2/2023 10:00,Janitza,8/2/2023 10:15,8/2/2023 10:15,3,E3
712565,6.186026667,7.0613,5.20478,6.292,2903484,2903484,3692,Janitza_HE,8/2/2023 10:30,8/2/2023 10:15,Janitza,8/2/2023 10:30,8/2/2023 10:30,3,E3
712576,5.9524,6.78545,5.07517,5.99658,2903528,2903528,3692,Janitza_HE,8/2/2023 10:45,8/2/2023 10:30,Janitza,8/2/2023 10:45,8/2/2023 10:45,3,E3
712594,5.054806667,6.38311,3.95317,4.82814,2903600,2903600,3692,Janitza_HE,8/2/2023 11:00,8/2/2023 10:45,Janitza,8/2/2023 11:00,8/2/2023 11:00,3,E3
712607,5.611643333,6.70428,4.75526,5.37539,2903652,2903652,3692,Janitza_HE,8/2/2023 11:15,8/2/2023 11:00,Janitza,8/2/2023 11:15,8/2/2023 11:15,3,E3
712619,5.227816667,6.02306,4.48211,5.17828,2903700,2903700,3692,Janitza_HE,8/2/2023 11:30,8/2/2023 11:15,Janitza,8/2/2023 11:30,8/2/2023 11:30,3,E3
712636,4.63384,5.65786,3.68276,4.5609,2903768,2903768,3692,Janitza_HE,8/2/2023 11:45,8/2/2023 11:30,Janitza,8/2/2023 11:45,8/2/2023 11:45,3,E3
712649,4.571686667,5.70051,3.52613,4.48842,2903820,2903820,3692,Janitza_HE,8/2/2023 12:00,8/2/2023 11:45,Janitza,8/2/2023 12:00,8/2/2023 12:00,3,E3
712669,4.53813,5.42825,3.50285,4.68329,2903900,2903900,3692,Janitza_HE,8/2/2023 12:15,8/2/2023 12:00,Janitza,8/2/2023 12:15,8/2/2023 12:15,3,E3
712681,4.733176667,5.39901,3.94695,4.85357,2903948,2903948,3692,Janitza_HE,8/2/2023 12:30,8/2/2023 12:15,Janitza,8/2/2023 12:30,8/2/2023 12:30,3,E3
712694,4.89149,5.62926,4.06581,4.9794,2904000,2904000,3692,Janitza_HE,8/2/2023 12:45,8/2/2023 12:30,Janitza,8/2/2023 12:45,8/2/2023 12:45,3,E3
712708,5.189693333,6.04556,4.23888,5.28464,2904056,2904056,3692,Janitza_HE,8/2/2023 13:00,8/2/2023 12:45,Janitza,8/2/2023 13:00,8/2/2023 13:00,3,E3
712729,4.74178,5.56198,3.77815,4.88521,2904140,2904140,3692,Janitza_HE,8/2/2023 13:15,8/2/2023 13:00,Janitza,8/2/2023 13:15,8/2/2023 13:15,3,E3
712744,4.402623333,5.15324,3.6195,4.43513,2904200,2904200,3692,Janitza_HE,8/2/2023 13:30,8/2/2023 13:15,Janitza,8/2/2023 13:30,8/2/2023 13:30,3,E3
712754,4.037796667,4.76736,3.58212,3.76391,2904240,2904240,3692,Janitza_HE,8/2/2023 13:45,8/2/2023 13:30,Janitza,8/2/2023 13:45,8/2/2023 13:45,3,E3
712770,3.681493333,4.67847,2.85023,3.51578,2904304,2904304,3692,Janitza_HE,8/2/2023 14:00,8/2/2023 13:45,Janitza,8/2/2023 14:00,8/2/2023 14:00,3,E3
712785,3.190733333,3.75211,2.56385,3.25624,2904364,2904364,3692,Janitza_HE,8/2/2023 14:15,8/2/2023 14:00,Janitza,8/2/2023 14:15,8/2/2023 14:15,3,E3
712797,2.769926667,3.53409,1.98619,2.7895,2904412,2904412,3692,Janitza_HE,8/2/2023 14:30,8/2/2023 14:15,Janitza,8/2/2023 14:30,8/2/2023 14:30,3,E3
712815,2.769946667,3.30886,2.45271,2.54827,2904484,2904484,3692,Janitza_HE,8/2/2023 14:45,8/2/2023 14:30,Janitza,8/2/2023 14:45,8/2/2023 14:45,3,E3
